 -4.11195619e+00  -2.05133146e+00   8.26091416e-01  -2.01134850e+00   7.81812457e-01   1.49488325e+00   5.27923495e-01  -3.35023226e-01   2.98208357e+00  -8.83731343e-02  -4.03046311e-01
 -2.05133146e+00  -4.12692473e+00  -2.41051492e+00   1.67154417e+00  -7.53125642e-01  -1.27764316e+00  -2.97323241e-01   4.78484153e-01  -7.27593334e-01  -5.90464728e-02  -1.37532941e+00
  8.26091416e-01  -2.41051492e+00  -1.42815507e+00   4.93539897e-01  -1.42637759e+00   6.19797374e-01  -8.28476545e-01   1.81193700e+00   1.50632234e+00   2.26143646e-01   3.41410682e-01
 -2.01134850e+00   1.67154417e+00   4.93539897e-01  -7.36660256e-01  -1.53598648e+00  -6.21776481e-01   6.81986110e-01   3.15312718e+00   1.43629765e+00   1.34785796e-01   5.42573289e-01
  7.81812457e-01  -7.53125642e-01  -1.42637759e+00  -1.53598648e+00  -2.19325650e+00  -1.19521857e+00   7.93427223e-01  -5.71962414e-01  -5.75830266e-01   1.05258684e-01  -2.62157297e+00
  1.49488325e+00  -1.27764316e+00   6.19797374e-01  -6.21776481e-01  -1.19521857e+00  -8.22279952e+00   1.78772115e+00  -2.57500353e-01  -2.37654303e+00  -9.52291462e-01  -8.45264980e-01
  5.27923495e-01  -2.97323241e-01  -8.28476545e-01   6.81986110e-01   7.93427223e-01   1.78772115e+00  -4.28524531e+00  -1.46978829e+00  -6.09315309e-01   6.77340616e-01   9.57264416e-01
 -3.35023226e-01   4.78484153e-01   1.81193700e+00   3.15312718e+00  -5.71962414e-01  -2.57500353e-01  -1.46978829e+00  -1.50049874e+00  -2.48203157e+00   4.42577681e-01   1.28767652e+00
  2.98208357e+00  -7.27593334e-01   1.50632234e+00   1.43629765e+00  -5.75830266e-01  -2.37654303e+00  -6.09315309e-01  -2.48203157e+00  -3.21420012e+00  -7.47426266e-01   2.20302475e-01
 -8.83731343e-02  -5.90464728e-02   2.26143646e-01   1.34785796e-01   1.05258684e-01  -9.52291462e-01   6.77340616e-01   4.42577681e-01  -7.47426266e-01  -1.17287764e+00  -2.31582810e-01
 -4.03046311e-01  -1.37532941e+00   3.41410682e-01   5.42573289e-01  -2.62157297e+00  -8.45264980e-01   9.57264416e-01   1.28767652e+00   2.20302475e-01  -2.31582810e-01  -1.30732875e+00
